tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
2016-058,2457647.57,9/16/16,2016,Vega,1,PeruSAT-1/Skysat 4-7,AE,F,O,private
2016-060,2457667.35,10/5/16,2016,Ariane 5ECA,,Sky Muster/GSAT,AE,F,O,private
2016-069,2457710.05,11/17/16,2016,Ariane 5ES,,GalileoSat 15-18,AE,F,O,private
2016-073,2457728.08,12/5/16,2016,Vega,1,Gokturk-1,AE,F,O,private
2016-082,2457744.35,12/21/16,2016,Ariane 5ECA,,JCSAT-15/Star One D1,AE,F,O,private
2017-006,2457781.54,1/28/17,2017,Soyuz-ST-B,Fregat,Hispasat 36W-1,AE,F,O,private
2017-007,2457799.4,2/14/17,2017,Ariane 5ECA,,SkyBrasil-1/Telkom-3S,AE,F,O,private
2017-013,2457819.58,3/7/17,2017,Vega,1,Sentinel-2B,AE,F,O,private
2017-023,2457878.41,5/4/17,2017,Ariane 5ECA,,SDGC/Koreasat 7,AE,F,O,private
2017-026,2457892,5/18/17,2017,Soyuz-ST-A,Fregat,SES-15,AE,F,O,private
2017-029,2457906.49,6/1/17,2017,Ariane 5ECA,,Viasat 2/Eutelsat 172B,AE,F,O,private
2017-040,2457933.39,6/28/17,2017,Ariane 5ECA,,HellasSat 3/GSAT 17,AE,F,O,private
2017-044,2457967.58,8/2/17,2017,Vega,1,Optsat-3000/Venmus,AE,F,O,private
2017-059,2458026.41,9/29/17,2017,Ariane 5ECA,,IS-37e/BSAT-4a,AE,F,O,private
2017-070,2458065.57,11/8/17,2017,Vega,1,Mohammed VI-A,AE,F,O,private
2017-079,2458100.27,12/12/17,2017,Ariane 5ES,,Galileosat 19-22,AE,F,O,private
2018-012,2458144.43,1/25/18,2018,Ariane 5ECA,,SES-14/Al Yah 3,AE,F,O,private
2018-024,2458187.22,3/9/18,2018,Soyuz-ST-B,Fregat,O3b FM13/14/15/16,AE,F,O,private
2018-033,2458214.4,4/5/18,2018,Ariane 5ECA,,Superbird 8/Hylas 4,AE,F,O,private
2018-060,2458324.98,7/25/18,2018,Ariane 5ES,,Galileosat 23-26,AE,F,O,private
2018-066,2458353.39,8/22/18,2018,Vega,1,ADM-Aeolus,AE,F,O,private
2018-074,2458387.44,9/25/18,2018,Ariane 5ECA,,Horizons-3e/Azerspace-2,AE,F,O,private
1985-F03,2446321.48,9/12/85,1985,Ariane 3,,ECS 3,AE,F,F,private
1986-F05,2446581.54,5/31/86,1986,Ariane 2,,INTELSAT VA F14,AE,F,F,private
1990-F01,2447945.47,2/22/90,1990,Ariane 44L,44L,Superbird B,AE,F,F,private
1994-F01,2449377.4,1/24/94,1994,Ariane 44LP,44LP+,Eutelsat 2 F5,AE,F,F,private
1994-F04,2449688.46,12/1/94,1994,Ariane 42P,42P-3,Panamsat K2,AE,F,F,private
2002-F03,2452620.43,12/11/02,2002,Ariane 5ECA,,Hot Bird 7,AE,F,F,private
1997-F03,2450755.02,11/2/97,1997,VLS-1,,SCD-2A,BR,BR,F,state
1999-F05,2451524.27,12/11/99,1999,VLS-1,,SACI-2,BR,BR,F,state
1992-083,2448955.4,11/28/92,1992,Titan 404A,,Improved CRYSTAL 2104,US,US,O,state
1994-004,2449378.19,1/25/94,1994,Titan II SLV,,DSPSE,US,US,O,state
2000-004,2451570.63,1/27/00,2000,Minotaur 1,,JAWSAT,US,US,O,state
2000-042,2451745.34,7/19/00,2000,Minotaur 1,,Mightysat 2.1,US,US,O,state
1993-F02,2449202.33,8/2/93,1993,Titan 403A,,SLDCOM 3/INTRUDER 3,US,US,F,state
1993-F04,2449266.25,10/5/93,1993,Titan II SLV,,Landsat 6,US,US,F,state
1962 A OMI,2437899.98,8/23/62,1962,Scout X-2M,,P35-2,US,US,O,state
1962 B PI,2437980.35,11/11/62,1962,Atlas Agena B,,AFP-201 PVP 855,US,US,O,state
1962 B PSI,2438017.56,12/19/62,1962,Scout X-3,,Transit VA-1,US,US,O,state
1963-005,2438080.2,2/19/63,1963,Scout X-3M,,P35-3,US,US,O,state
1963-014,2438159.34,5/9/63,1963,Atlas Agena B,,Midas ETS-III F2,US,US,O,state
1963-022,2438196.58,6/16/63,1963,Scout X-3,,Transit VA-3,US,US,O,state
1963-028,2438223.37,7/12/63,1963,Atlas Agena D,,GAMBIT SV 951,US,US,O,state
1963-030,2438229.66,7/19/63,1963,Atlas Agena B,,Midas ETS-III F4,US,US,O,state
1963-036,2438279.31,9/6/63,1963,Atlas Agena D,,GAMBIT SV 952,US,US,O,state
1963-041,2438328.29,10/25/63,1963,Atlas Agena D,,GAMBIT SV 953,US,US,O,state
1963-051,2438382.41,12/18/63,1963,Atlas Agena D,,GAMBIT SV 954,US,US,O,state
1963-053,2438383.28,12/19/63,1963,Scout X-4,,AD-A,US,US,O,state
1964-009,2438451.29,2/25/64,1964,Atlas Agena D,,GAMBIT SV 955,US,US,O,state
1964-012,2438466.34,3/11/64,1964,Atlas Agena D,,GAMBIT SV 956,US,US,O,state
1964-020,2438509.28,4/23/64,1964,Atlas Agena D,,GAMBIT SV 957,US,US,O,state
1964-024,2438535.31,5/19/64,1964,Atlas Agena D,,GAMBIT SV 958,US,US,O,state
1964-026,2438550.66,6/4/64,1964,Scout X-4,,Transit VC,US,US,O,state
1964-036,2438583.29,7/6/64,1964,Atlas Agena D,,GAMBIT SV 959,US,US,O,state
1964-045,2438622.42,8/14/64,1964,Atlas SLV-3 Agena D,,GAMBIT SV 960,US,US,O,state
1964-051,2438633.07,8/25/64,1964,Scout X-4,,NASA S-48,US,US,O,state
1964-058,2438662.34,9/23/64,1964,Atlas SLV-3 Agena D,,GAMBIT SV 962,US,US,O,state
1964-064,2438678.63,10/10/64,1964,Scout X-4,,Beacon Explorer B,US,US,O,state
1964-068,2438692.27,10/23/64,1964,Atlas Agena D,,GAMBIT SV 963,US,US,O,state
1964-076,2438721.22,11/21/64,1964,Scout X-4,,AD-B,US,US,O,state
1964-079,2438734.29,12/4/64,1964,Atlas SLV-3 Agena D,,GAMBIT SV 964,US,US,O,state
1965-101,2439101.38,12/6/65,1965,Scout X-4,,FR-1,US,US,O,state
1965-005,2438784.34,1/23/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 965,US,US,O,state
1965-108,2439116.08,12/21/65,1965,Titan IIIC,,LES 4,US,US,O,state
1965-109,2439116.69,12/22/65,1965,Scout A,,NNS O-6,US,US,O,state
1965-019,2438832.31,3/12/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 966,US,US,O,state
1965-027,2438854.39,4/3/65,1965,Atlas SLV-3 Agena D,,SNAP-10A FS-4,US,US,O,state
1965-031,2438879.39,4/28/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 967,US,US,O,state
1965-041,2438908.37,5/27/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 968,US,US,O,state
1965-050,2438937.31,6/25/65,1965,Atlas SLV-3 Agena D,,P-11 No. 4402,US,US,O,state
1965-062,2438976.3,8/3/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 971,US,US,O,state
1965-076,2439034.31,9/30/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 972,US,US,O,state
1965-078,2439038.88,10/5/65,1965,Atlas D,,OV1-2S,US,US,O,state
1965-090,2439073.31,11/8/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 973,US,US,O,state
1966-002,2439145.34,1/19/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 974,US,US,O,state
1966-005,2439154.21,1/28/66,1966,Scout A,,NNS O-7,US,US,O,state
1966-109,2439465.38,12/5/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 985,US,US,O,state
1966-111,2439471.38,12/11/66,1966,Atlas D,,OV1-9,US,US,O,state
1966-012,2439172.35,2/15/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 975,US,US,O,state
1966-113,2439474.26,12/14/66,1966,Titan IIIB,,GAMBIT-3 Mission 4303,US,US,O,state
1966-022,2439203.33,3/18/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 976,US,US,O,state
1966-024,2439210.65,3/26/66,1966,Scout A,,NNS O-8,US,US,O,state
1966-025,2439214.89,3/30/66,1966,Atlas D,,OV1-4S,US,US,O,state
1966-032,2439235.3,4/19/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 977,US,US,O,state
1966-034,2439237.91,4/22/66,1966,Scout B,,OV3-1,US,US,O,state
1966-039,2439260.29,5/14/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 978,US,US,O,state
1966-041,2439264.6,5/19/66,1966,Scout A,,NNS O-9,US,US,O,state
1966-048,2439280.31,6/3/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 979,US,US,O,state
1966-051,2439286.34,6/9/66,1966,Atlas SLV-3 Agena D,,Midas RTS-I F1,US,US,O,state
1966-062,2439319.25,7/12/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 980,US,US,O,state
1966-063,2439320.59,7/14/66,1966,Atlas D,,OV1-8 PasComSat,US,US,O,state
1966-069,2439336.27,7/29/66,1966,Titan IIIB,,GAMBIT-3 Mission 4301,US,US,O,state
1966-070,2439341.95,8/4/66,1966,Scout B,,OV3-3,US,US,O,state
1966-073,2439348.31,8/10/66,1966,Atlas SLV-3 Agena D,,Lunar Orbiter A,US,US,O,state
1966-074,2439354.27,8/16/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 981,US,US,O,state
1966-076,2439355.6,8/18/66,1966,Scout A,,NNS O-10,US,US,O,state
1966-077,2439357.31,8/19/66,1966,Atlas SLV-3 Agena D,,Midas RTS-I F2,US,US,O,state
1966-083,2439385.25,9/16/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 982,US,US,O,state
1966-089,2439404.42,10/5/66,1966,Atlas SLV-3 Agena D,,Midas RTS-I F3,US,US,O,state
1966-090,2439411.3,10/12/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 983,US,US,O,state
1966-097,2439427,10/28/66,1966,Scout B,,OV3-2,US,US,O,state
1966-098,2439432.35,11/2/66,1966,Atlas SLV-3 Agena D,,GAMBIT SV 984,US,US,O,state
1967-103,2439789.3,10/25/67,1967,Titan IIIB,,GAMBIT-3 Mission 4309,US,US,O,state
1967-007,2439524.33,2/2/67,1967,Atlas SLV-3 Agena D,,GAMBIT SV 986,US,US,O,state
1967-016,2439546.33,2/24/67,1967,Titan IIIB,,GAMBIT-3 Mission 4304,US,US,O,state
1967-120,2439829.54,12/5/67,1967,Scout B,,OV3-6,US,US,O,state
1967-121,2439830.28,12/5/67,1967,Titan IIIB,,GAMBIT-3 Mission 4310,US,US,O,state
1967-034,2439594.64,4/14/67,1967,Scout A,,NNS O-12,US,US,O,state
1967-042,2439616.17,5/5/67,1967,Scout A,,UK-3,US,US,O,state
1967-048,2439628.88,5/18/67,1967,Scout A,,NNS O-13,US,US,O,state
1967-050,2439633.27,5/22/67,1967,Atlas SLV-3 Agena D,,GAMBIT SV 987,US,US,O,state
1967-055,2439646.25,6/4/67,1967,Atlas SLV-3 Agena D,,GAMBIT SV 988,US,US,O,state
1967-064,2439662.18,6/20/67,1967,Titan IIIB,,GAMBIT-3 Mission 4306,US,US,O,state
1967-072,2439699.29,7/27/67,1967,Atlas D,,OV1-8S,US,US,O,state
1967-079,2439719.21,8/16/67,1967,Titan IIIB,,GAMBIT-3 Mission 4307,US,US,O,state
1967-090,2439753.28,9/19/67,1967,Titan IIIB,,GAMBIT-3 Mission 4308,US,US,O,state
1967-092,2439758.85,9/25/67,1967,Scout A,,NNS O-14,US,US,O,state
1968-005,2439874.29,1/18/68,1968,Titan IIIB,,GAMBIT-3 Mission 4311,US,US,O,state
1968-108,2440195.31,12/4/68,1968,Titan IIIB,,GAMBIT-3 Mission 4318,US,US,O,state
1968-012,2439917.66,3/2/68,1968,Scout A,,NNS O-18,US,US,O,state
1968-014,2439920.05,3/4/68,1968,Atlas SLV-3A Agena D,,OGO E,US,US,O,state
1968-018,2439929.33,3/13/68,1968,Titan IIIB,,GAMBIT-3 Mission 4312,US,US,O,state
1968-026,2439952.92,4/6/68,1968,Atlas F,,OV1-13,US,US,O,state
1968-031,2439964.21,4/17/68,1968,Titan IIIB,,GAMBIT-3 Mission 4313,US,US,O,state
1968-041,2439993.59,5/17/68,1968,Scout B,,ESRO 2B,US,US,O,state
1968-047,2440013.23,6/5/68,1968,Titan IIIB,,GAMBIT-3 Mission 4314,US,US,O,state
1968-059,2440049.31,7/11/68,1968,Atlas F,,OV1-15S,US,US,O,state
1968-064,2440075.19,8/6/68,1968,Titan IIIB,,GAMBIT-3 Mission 4315,US,US,O,state
1968-066,2440077.34,8/8/68,1968,Scout B,,AD-C,US,US,O,state
1968-074,2440110.27,9/10/68,1968,Titan IIIB,,GAMBIT-3 Mission 4316,US,US,O,state
1968-084,2440133.37,10/3/68,1968,Scout B,,ESRO 1A,US,US,O,state
1968-099,2440167.3,11/6/68,1968,Titan IIIB,,GAMBIT-3 Mission 4317,US,US,O,state
1969-007,2440244.3,1/22/69,1969,Titan IIIB,,GAMBIT-3 Mission 4319,US,US,O,state
1969-019,2440285.31,3/4/69,1969,Titan IIIB,,GAMBIT-3 Mission 4320,US,US,O,state
1969-025,2440298.82,3/18/69,1969,Atlas F,,OV1-17S,US,US,O,state
1969-036,2440324.6,4/13/69,1969,Atlas SLV-3A Agena D,,CANYON 2,US,US,O,state
1969-039,2440327.23,4/15/69,1969,Titan IIIB,,GAMBIT-3 Mission 4321,US,US,O,state
1969-050,2440376.2,6/3/69,1969,Titan IIIB,,GAMBIT-3 Mission 4322,US,US,O,state
1969-074,2440457.17,8/23/69,1969,Titan 23B,,GAMBIT-3 Mission 4323,US,US,O,state
1969-083,2440496.44,10/1/69,1969,Scout B,,ESRO 1B,US,US,O,state
1969-095,2440519.26,10/24/69,1969,Titan 23B,,GAMBIT-3 Mission 4324,US,US,O,state
1969-097,2440533.58,11/8/69,1969,Scout B,,GRS-A,US,US,O,state
1970-002,2440601.28,1/14/70,1970,Titan 23B,,GAMBIT-3 Mission 4325,US,US,O,state
1970-031,2440692.16,4/15/70,1970,Titan 23B,,GAMBIT-3 Mission 4326,US,US,O,state
1970-048,2440763.12,6/25/70,1970,Titan 23B,,GAMBIT-3 Mission 4327,US,US,O,state
1970-061,2440817.11,8/18/70,1970,Titan 23B,,GAMBIT-3 Mission 4328,US,US,O,state
1970-067,2440826.06,8/27/70,1970,Scout A,,NNS O-19,US,US,O,state
1970-090,2440883.24,10/23/70,1970,Titan 23B,,GAMBIT-3 Mission 4329,US,US,O,state
1971-005,2440973.26,1/21/71,1971,Titan 23B,,GAMBIT-3 Mission 4330,US,US,O,state
1971-109,2441297.37,12/11/71,1971,Scout B-1,F,UK 4,US,US,O,state
1971-021,2441031.66,3/21/71,1971,Titan 33B,,Jumpseat 1,US,US,O,state
1971-033,2441064.15,4/22/71,1971,Titan 23B,,GAMBIT-3 Mission 4331,US,US,O,state
1971-056,2441118.28,6/15/71,1971,Titan IIID,,HEXAGON SV-1,US,US,O,state
1971-067,2441170.51,8/7/71,1971,Atlas F,,OAR-901,US,US,O,state
1972-100,2441667.98,12/16/72,1972,Scout D-1,F,GRS-B,US,US,O,state
1972-069,2441563.24,9/2/72,1972,Scout B-1,F,Triad OI-1X,US,US,O,state
1972-076,2441593.34,10/2/72,1972,Atlas Burner 2,,Radcat,US,US,O,state
1972-092,2441643.51,11/22/72,1972,Scout D-1,F,ESRO 4,US,US,O,state
1973-081,2441985.53,10/30/73,1973,Scout A-1,,NNS O-20,US,US,O,state
1974-007,2442092.25,2/13/74,1974,Titan 24B,,GAMBIT-3 Mission 4341,US,US,O,state
1974-013,2442115.6,3/9/74,1974,Scout D-1,F,X-4,US,US,O,state
1974-020,2442148.35,4/10/74,1974,Titan IIID,,HEXAGON SV-8,US,US,O,state
1974-039,2442198.04,5/30/74,1974,Titan IIIC,,ATS F,US,US,O,state
1974-040,2442202.46,6/3/74,1974,Scout E-1,,Injun 6,US,US,O,state
1974-042,2442205.19,6/6/74,1974,Titan 24B,,GAMBIT-3 Mission 4342,US,US,O,state
1974-054,2442242.72,7/14/74,1974,Atlas F/PTS,,NTS 1,US,US,O,state
1974-055,2442244.99,7/16/74,1974,Scout D-1,F,Aeros B,US,US,O,state
1974-065,2442274.16,8/14/74,1974,Titan 24B,,GAMBIT-3 Mission 4343,US,US,O,state
1974-070,2442290.09,8/30/74,1974,Scout D-1,,ANS,US,US,O,state
1974-085,2442350.31,10/29/74,1974,Titan IIID,,HEXAGON SV-9,US,US,O,state
1975-055,2442581.88,6/18/75,1975,Atlas SLV-3A Agena D,,CANYON 6,US,US,O,state
1975-099,2442697.78,10/12/75,1975,Scout D-1,,TIP 2,US,US,O,state
1976-038,2442899.3,4/30/76,1976,Atlas F/MSD,,PARCAE 1,US,US,O,state
1976-047,2442920.82,5/22/76,1976,Scout B-1,,NNS O-15,US,US,O,state
1976-089,2443023.38,9/1/76,1976,Scout D-1,,TIP 3,US,US,O,state
1977-112,2443486.24,12/8/77,1977,Atlas F/MSD,,PARCAE 2,US,US,O,state
1977-114,2443489.45,12/11/77,1977,Atlas SLV-3A Agena D,,AQUACADE 3,US,US,O,state
1977-038,2443287.26,5/23/77,1977,Atlas SLV-3A Agena D,,CANYON 7,US,US,O,state
1977-053,2443317.85,6/23/77,1977,Atlas F/SVS,,NTS 2,US,US,O,state
1978-112,2443853.67,12/11/78,1978,Atlas F/SVS,,Navstar GPS SVN 4,US,US,O,state
1978-113,2443856.53,12/14/78,1978,Titan IIIC,,DSCS II C-11,US,US,O,state
1978-020,2443562.49,2/22/78,1978,Atlas F/SVS,,Navstar GPS SVN 1,US,US,O,state
1978-029,2443584.28,3/16/78,1978,Titan IIID,,HEXAGON SV-14,US,US,O,state
1978-038,2443605.53,4/7/78,1978,Atlas SLV-3A Agena D,,AQUACADE 4,US,US,O,state
1978-047,2443641.94,5/13/78,1978,Atlas F/SVS,,Navstar GPS SVN 2,US,US,O,state
1978-058,2443670.3,6/10/78,1978,Titan IIIC,,CHALET 1,US,US,O,state
1978-060,2443674.27,6/14/78,1978,Titan IIID,,KH11-2 KENNAN,US,US,O,state
1978-064,2443686.55,6/27/78,1978,Atlas F/Agena D,,Seasat A,US,US,O,state
1978-075,2443725.71,8/5/78,1978,Titan 34B,,SDS 3,US,US,O,state
1978-093,2443788.52,10/7/78,1978,Atlas F/SVS,,Navstar GPS SVN 3,US,US,O,state
1978-096,2443794.97,10/13/78,1978,Atlas F,,Tiros-N,US,US,O,state
1979-017,2443928.85,2/24/79,1979,Atlas F/OIS,,P78-1,US,US,O,state
1979-025,2443949.27,3/16/79,1979,Titan IIID,,HEXAGON SV-15,US,US,O,state
1979-044,2444022.27,5/28/79,1979,Titan 24B,,GAMBIT-3 Mission 4350,US,US,O,state
1979-053,2444035.07,6/10/79,1979,Titan IIIC,,DSP 11,US,US,O,state
1979-057,2444052.16,6/27/79,1979,Atlas F,,NOAA A,US,US,O,state
1979-086,2444147.97,10/1/79,1979,Titan IIIC,,VORTEX 2,US,US,O,state
1979-098,2444198.59,11/21/79,1979,Titan IIIC,,DSCS II D-13,US,US,O,state
1980-100,2444587.17,12/13/80,1980,Titan 34B,,SDS 4,US,US,O,state
1980-010,2444277.38,2/7/80,1980,Titan IIID,,KH11-3 KENNAN,US,US,O,state
1980-011,2444279.46,2/9/80,1980,Atlas F/SVS,,Navstar GPS SVN 5,US,US,O,state
1980-019,2444301.89,3/3/80,1980,Atlas F/MSD,,PARCAE 3,US,US,O,state
1980-032,2444355.92,4/26/80,1980,Atlas F/SVS,,Navstar GPS SVN 6,US,US,O,state
1980-043,2444388.95,5/29/80,1980,Atlas F,,NOAA B,US,US,O,state
1980-052,2444409.27,6/18/80,1980,Titan IIID,,HEXAGON SV-16,US,US,O,state
1981-107,2444908.89,10/31/81,1981,Titan IIIC,,VORTEX 3,US,US,O,state
1981-019,2444664.3,2/28/81,1981,Titan 24B,,GAMBIT-3 Mission 4351,US,US,O,state
1981-025,2444680.31,3/16/81,1981,Titan IIIC,,DSP 10,US,US,O,state
1981-038,2444719.4,4/24/81,1981,Titan 34B,,Jumpseat 6,US,US,O,state
1981-059,2444778.95,6/23/81,1981,Atlas F,,NOAA C,US,US,O,state
1981-085,2444851.27,9/3/81,1981,Titan IIID,,KH11-4 KENNAN,US,US,O,state
1982-006,2444991.31,1/21/82,1982,Titan 24B,,GAMBIT-3 Mission 4352,US,US,O,state
1982-106,2445272.67,10/30/82,1982,Titan 34D/IUS,,DSCS II F-16,US,US,O,state
1982-111,2445291.39,11/17/82,1982,Titan IIID,,KH11-5 KENNAN,US,US,O,state
1982-118,2445324.61,12/21/82,1982,Atlas E,,DMSP Block 5D-2 S-6,US,US,O,state
1982-019,2445035.31,3/6/82,1982,Titan IIIC,,DSP 13,US,US,O,state
1982-041,2445101.27,5/11/82,1982,Titan IIID,,HEXAGON SV-17,US,US,O,state
1983-008,2445375.07,2/9/83,1983,Atlas H,,PARCAE 5,US,US,O,state
1983-113,2445656.77,11/18/83,1983,Atlas E,,DMSP Block 5D-2 S-7,US,US,O,state
1983-022,2445422.16,3/28/83,1983,Atlas E,,NOAA E,US,US,O,state
1983-032,2445440.28,4/15/83,1983,Titan 24B,,GAMBIT-3 Mission 4353,US,US,O,state
1983-056,2445495.47,6/9/83,1983,Atlas H,,PARCAE 6,US,US,O,state
1983-060,2445506.28,6/20/83,1983,Titan 34D,,HEXAGON SV-18,US,US,O,state
1983-072,2445529.93,7/14/83,1983,Atlas E/SGS-2,,Navstar GPS SVN 8,US,US,O,state
1983-078,2445547.15,7/31/83,1983,Titan 34B,,Jumpseat 7,US,US,O,state
1984-009,2445730.63,1/31/84,1984,Titan 34D/Transtage,,VORTEX 4,US,US,O,state
1984-012,2445736.28,2/5/84,1984,Atlas H,,PARCAE 7,US,US,O,state
1984-122,2446039.25,12/4/84,1984,Titan 34D,,KH11-6 KENNAN,US,US,O,state
1984-123,2446046.95,12/12/84,1984,Atlas E,,NOAA F,US,US,O,state
1984-129,2446056.5,12/22/84,1984,Titan 34D/Transtage,,DSP 6R,US,US,O,state
1984-037,2445805.2,4/14/84,1984,Titan 34D/Transtage,,DSP 12,US,US,O,state
1984-039,2445808.28,4/17/84,1984,Titan 24B,,GAMBIT-3 Mission 4354,US,US,O,state
1984-059,2445864.98,6/13/84,1984,Atlas E/SGS-2,,Navstar GPS SVN 9,US,US,O,state
1984-065,2445877.28,6/25/84,1984,Titan 34D,,HEXAGON SV-19,US,US,O,state
1984-091,2445941.25,8/28/84,1984,Titan 34B,,SDS 5,US,US,O,state
1984-097,2445952.4,9/8/84,1984,Atlas E/SGS-2,,Navstar GPS SVN 10,US,US,O,state
1985-014,2446104.76,2/8/85,1985,Titan 34B,,SDS 6,US,US,O,state
1985-021,2446137.58,3/13/85,1985,Atlas E/OIS,,Geosat,US,US,O,state
1985-093,2446347.62,10/9/85,1985,Atlas E/SGS-2,,Navstar GPS SVN 11,US,US,O,state
1986-014,2446470.92,2/9/86,1986,Atlas H,,PARCAE 8,US,US,O,state
1986-073,2446691.16,9/17/86,1986,Atlas E,,NOAA G,US,US,O,state
1987-015,2446838.78,2/12/87,1987,Titan 34B,,QUASAR 7?,US,US,O,state
1987-043,2446931.16,5/15/87,1987,Atlas H,,PARCAE 9,US,US,O,state
1987-053,2446966.61,6/20/87,1987,Atlas E,,DMSP Block 5D-2 S-9,US,US,O,state
1987-090,2447095.4,10/26/87,1987,Titan 34D,,Improved CRYSTAL 2102,US,US,O,state
1987-097,2447128.64,11/29/87,1987,Titan 34D/Transtage,,DSP 5R,US,US,O,state
1988-006,2447194.75,2/3/88,1988,Atlas E,,DMSP Block 5D-2 S-8,US,US,O,state
1988-077,2447407,9/2/88,1988,Titan 34D/Transtage,,VORTEX 5,US,US,O,state
1988-078,2447409.89,9/5/88,1988,Titan II SLV,,P-11 No. 5103,US,US,O,state
1988-089,2447428.92,9/24/88,1988,Atlas E,,NOAA H,US,US,O,state
1988-099,2447472.25,11/6/88,1988,Titan 34D,,Improved CRYSTAL 2103,US,US,O,state
1989-035,2447657.32,5/10/89,1989,Titan 34D/Transtage,,VORTEX 6,US,US,O,state
1989-046,2447692.05,6/14/89,1989,Titan 402A/IUS,,DSP 14,US,US,O,state
1989-069,2447773.75,9/4/89,1989,Titan 34D/Transtage,,DSCS II E-15,US,US,O,state
1989-072,2447775.58,9/6/89,1989,Titan II SLV,,P-11 No. 5104,US,US,O,state
1990-031,2447993.12,4/11/90,1990,Atlas E Altair,,POGS,US,US,O,state
1990-050,2448050.72,6/8/90,1990,Titan 405A,,SLDCOM 1/INTRUDER 1,US,US,O,state
1990-095,2448208.53,11/13/90,1990,Titan 402A/IUS,,DSP 15,US,US,O,state
1991-017,2448324,3/8/91,1991,Titan 403A,,LACROSSE 2,US,US,O,state
1991-076,2448568.8,11/8/91,1991,Titan 403A,,SLDCOM 2/INTRUDER 2,US,US,O,state
1992-023,2448737.87,4/25/92,1992,Titan II SLV,,P-11 No. 5105,US,US,O,state
1994-009,2449391.41,2/7/94,1994,Titan 401A/Centaur,,Milstar DFS-1,US,US,O,state
1962-F03,2437780.95,4/26/62,1962,Scout X-2,,GRAB SV5,US,US,F,state
1962-F05,2437808.5,,1962,Scout X-2M,,P35-1,US,US,F,state
1962-F09,2438016.36,12/17/62,1962,Atlas Agena B,,Midas ETS-III F1,US,US,F,state
1963-F04,2438124.63,4/5/63,1963,Scout X-3,,Transit VA-2,US,US,F,state
1963-F06,2438145.5,,1963,Scout X-2M,,P35-4,US,US,F,state
1963-F09,2438192.5,,1963,Atlas Agena B,,Midas ETS-III F3,US,US,F,state
1963-F12,2438299.97,9/27/63,1963,Scout X-2B,,P35-5,US,US,F,state
1964-F08,2438571.57,6/25/64,1964,Scout X-4,,AFCRL B,US,US,F,state
1964-F11,2438676.31,10/7/64,1964,Atlas SLV-3 Agena D,,GAMBIT SV 961,US,US,F,state
1965-F01,2438782.4,1/21/65,1965,Atlas D,,OV1-1,US,US,F,state
1965-F06,2438908.62,5/28/65,1965,Atlas D,,OV1-3,US,US,F,state
1965-F07,2438954.29,7/12/65,1965,Atlas SLV-3 Agena D,,GAMBIT SV 970,US,US,F,state
1967-F01,2439522.03,1/31/67,1967,Scout B,,ATCOS 1,US,US,F,state
1967-F05,2439640.59,5/30/67,1967,Scout B,,ESRO 2A,US,US,F,state
1968-F07,2440085.37,8/16/68,1968,Atlas Burner 2,,UVR,US,US,F,state
1975-F03,2442515.54,4/13/75,1975,Atlas F,,P72-2,US,US,F,state
1975-F06,2442752.65,12/6/75,1975,Scout F-1,,DAD-A,US,US,F,state
1978-F01,2443593.26,3/25/78,1978,Titan IIIC,,DSCS II C-9,US,US,F,state
1981-F03,2444957.55,12/19/81,1981,Atlas E/SVS,,Navstar GPS SVN 7,US,US,F,state
1985-F02,2446306.39,8/28/85,1985,Titan 34D,,Improved CRYSTAL 2101?,US,US,F,state
1986-F03,2446539.28,4/18/86,1986,Titan 34D,,HEXAGON SV-20,US,US,F,state
1990-105,2448227.16,12/1/90,1990,Atlas E,,DMSP Block 5D-2 S-10,US,US,O,state
1991-032,2448391.16,5/14/91,1991,Atlas E,,NOAA D,US,US,O,state
1991-082,2448589.06,11/28/91,1991,Atlas E,,DMSP Block 5D-2 S-12,US,US,O,state
1993-050,2449208.92,8/9/93,1993,Atlas E,,NOAA I,US,US,O,state
1994-057,2449594.23,8/29/94,1994,Atlas E,,DMSP Block 5D-2 S-11,US,US,O,state
1995-015,2449801.09,3/24/95,1995,Atlas E,,DMSP Block 5D-2 S-13,US,US,O,state
1995-066,2450057.39,12/5/95,1995,Titan 404A,,Improved CRYSTAL 2105,US,US,O,state
