"site_id","survey_id","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","temp_units","cloud_cover","notes"
"WS-C",259,"2000-12-27 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",0,"",40,"F",0,"garbage pickup during survey.
GIWO heard to NE but no distance/# information given."
"WS-N",260,"2000-12-27 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",0,"",40,"F",0,"garbage pickup during survey"
"WS-W",261,"2000-12-27 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",5,"NE",40,"F",0,"truck delivery motor running"
"WS-E",262,"2000-12-27 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",0,"",40,"F",0,""
"WS-S",263,"2000-12-27 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","B. Rambo",10,"NE",40,"F",0,""
"AT-E",264,"2000-12-29 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",0,"",44,"F",0,""
"HY-E",271,"2001-03-08 00:00:00","1899-12-30 10:35:00","1899-12-30 10:50:00","B. Rambo",5,"",55,"F",90,""
"HY-N",273,"2001-03-08 00:00:00","1899-12-30 11:00:00","1899-12-30 11:15:00","B. Rambo",5,"",55,"F",90,""
"DW-N",372,"2001-03-12 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","J. Lemmer",2,"SE",43,"F",0,""
"NU-C",403,"2001-03-14 00:00:00","1899-12-30 06:40:00","1899-12-30 06:55:00","J. Lemmer",0,"",58,"F",0,""
"NU-W",405,"2001-03-14 00:00:00","1899-12-30 07:03:00","1899-12-30 07:17:00","J. Lemmer",0,"",58,"F",0,""
"HY-S",407,"2001-03-14 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","J. Lemmer",0,"",60,"F",0,""
"HY-W",409,"2001-03-14 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","J. Lemmer",5,"E",60,"F",0,""
"HY-N",411,"2001-03-14 00:00:00","1899-12-30 09:51:00","1899-12-30 10:06:00","J. Lemmer",3,"E",60,"F",0,"Construction on the corrner of 6th and Pueblo. Moved east of point 100 meters to house 334. All birds seen in this count are 100 meters east of true center.

A lot of noise from construction."
"LI-S",413,"2001-03-15 00:00:00","1899-12-30 08:44:00","1899-12-30 08:59:00","J. Lemmer",7,"E",58,"F",0,""
"CA-W",415,"2001-03-30 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",5,"",75,"F",0,"E and SW views blocked by houses.  Very noisy with traffic and neighbors."
"CA-E",417,"2001-03-31 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","D. Stuart",0,"",65,"F",20,"Light traffic."
"LI-E",419,"2001-03-15 00:00:00","1899-12-30 06:48:00","1899-12-30 07:03:00","J. Lemmer",0,"",53,"F",0,""
"LI-C",421,"2001-03-15 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","J. Lemmer",0,"",55,"F",0,""
"OR-C",423,"2001-03-16 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","J. Lemmer",0,"",54,"F",90,""
"HR-N",131,"2000-12-22 00:00:00","1899-12-30 11:15:00","1899-12-30 11:30:00","B. Rambo",0,"",45,"F",0,"traffic"
"LI-C",132,"2000-12-12 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","J. Lemmer",0,"",42,"F",0,""
"LI-W",133,"2000-12-11 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","J. Lemmer",0,"",47,"F",0,"pruning in park"
"LI-N",134,"2000-12-11 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","J. Lemmer",0,"",45,"F",0,"haze
chain saws in park
one homelss man in sleeping bag by edge of canal"
"LI-E",135,"2000-12-12 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","J. Lemmer",0,"",40,"F",0,"haze"
"LI-S",136,"2000-12-12 00:00:00","1899-12-30 08:38:00","1899-12-30 08:56:00","J. Lemmer",0,"",45,"F",0,"construction work on houses, 5 workmen.
Talked to neighbors for 3 minutes midway through survey."
"LI-E",137,"2001-01-04 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","D. Stuart",10,"",60,"F",0,"birds at 40+ m to West are in park edge
loose dog running through field to North midway through survey.
4 WCSP seen at edge of park while walking west to LI-C."
"LI-C",138,"2001-01-04 00:00:00","1899-12-30 11:00:00","1899-12-30 11:15:00","D. Stuart",10,"",60,"F",0,"5 city trash crews arrived - break time at picnic tables."
"LI-N",139,"2001-01-04 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","D. Stuart",10,"",60,"F",0,"bees in canal drainage.
Loose dogs still running in field to East.
Second LOSH seen in tree next to my car at east end of park."
"LI-W",140,"2001-01-05 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","D. Stuart",10,"",60,"F",70,"many more birds hidden in alfalfa that couldn't ID."
"LI-S",141,"2001-01-05 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","D. Stuart",10,"",65,"F",60,"view to NE and E blocked by house."
"LI-C",142,"2000-12-21 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",0,"",40,"F",5,""
"LI-N",143,"2000-12-21 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","B. Rambo",0,"",40,"F",5,""
"LI-S",144,"2000-12-21 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","B. Rambo",0,"",40,"F",5,"too many people"
"LI-W",145,"2000-12-21 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","B. Rambo",0,"",40,"F",0,""
"LI-E",146,"2000-12-21 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","B. Rambo",0,"",40,"F",5,""
"NU-C",147,"2000-12-21 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","B. Rambo",10,"E",45,"F",0,""
"LO-C",148,"2000-12-17 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","J. Lemmer",0,"",47,"F",0,"parks truck drove by and honked horn midway through survey."
"LO-N",149,"2000-12-16 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",0,"",45,"F",0,""
"LO-W",150,"2000-12-17 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","J. Lemmer",0,"",55,"F",0,"neighbor walking dog for about 3 minutes"
"LO-E",151,"2000-12-17 00:00:00","1899-12-30 09:12:00","1899-12-30 09:27:00","J. Lemmer",0,"",50,"F",0,""
"LO-S",152,"2000-12-17 00:00:00","1899-12-30 10:08:00","1899-12-30 10:23:00","J. Lemmer",0,"",55,"F",0,""
"NU-C",153,"2000-12-12 00:00:00","1899-12-30 09:43:00","1899-12-30 09:58:00","J. Lemmer",0,"",50,"F",0,""
"NU-W",154,"2000-12-12 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","J. Lemmer",0,"",50,"F",0,""
"NU-S",155,"2000-12-12 00:00:00","1899-12-30 10:35:00","1899-12-30 10:50:00","J. Lemmer",0,"",55,"F",20,"Ice cream truck drove through, 3 min. of music."
"NU-N",156,"2000-12-12 00:00:00","1899-12-30 10:06:00","1899-12-30 10:21:00","J. Lemmer",0,"",54,"F",10,"road construction on 9th street, 40m west of the point.  Loud noise, impossible to hear.  Many workmen."
"NU-E",157,"2000-12-12 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","J. Lemmer",5,"NE",57,"F",50,"clouds rolling in."
"NU-C",158,"2001-01-06 00:00:00","1899-12-30 11:15:00","1899-12-30 11:30:00","D. Stuart",5,"",60,"F",100,"overcast w/light sprinkles.
Kids playing soccer to north.  Older kid walked across park, loitered in play area."
"NU-W",159,"2001-01-10 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","D. Stuart",5,"",55,"F",50,"fog layer to south.
Some traffic along both streets including construction truck."
"NU-S",160,"2001-01-10 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","D. Stuart",5,"",55,"F",50,"view to E, SE, and NE partly blocked by houses.  Barking dog at 4809.  Domestic chickens in area, crowing.  Man came out of 4811, walked around yard, 2 cats in yard across the street."
"NU-E",161,"2001-01-10 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","D. Stuart",10,"",60,"F",70,"fog. View to NW blocked by salvage yard fence.  Bus drove by during survey."
"NU-N",162,"2001-01-10 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","D. Stuart",10,"",60,"F",70,"stood in small vacant lot across 9th street because of heavy equipment doing street repar on corner - very noisy and large water puddles around spot we should stand in to bird - get splashed by passing cars.  Man brought interpreter to talk to me. Told them what we were doing."
"NU-W",163,"2000-12-21 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","B. Rambo",10,"E",45,"F",0,""
"NU-E",164,"2000-12-21 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","B. Rambo",10,"E",45,"F",0,""
"NU-S",165,"2000-12-21 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","B. Rambo",10,"E",45,"F",0,"cats, barking dogs"
"NU-N",166,"2000-12-21 00:00:00","1899-12-30 11:15:00","1899-12-30 11:30:00","B. Rambo",10,"E",45,"F",0,"traffic, working on cars"
"OR-C",167,"2000-12-20 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",0,"",45,"F",10,""
"OR-W",168,"2000-12-20 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",0,"",45,"F",10,""
"OR-S",169,"2000-12-20 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",0,"",45,"F",10,""
"OR-E",170,"2000-12-20 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",0,"",45,"F",10,""
"OR-N",171,"2000-12-20 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",0,"",45,"F",10,""
"LO-C",172,"2000-12-20 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","B. Rambo",0,"",50,"F",5,""
"OR-C",173,"2000-12-13 00:00:00","1899-12-30 07:56:00","1899-12-30 08:11:00","J. Lemmer",0,"",44,"F",0,""
"OR-S",174,"2000-12-13 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","J. Lemmer",0,"",44,"F",0,""
"OR-E",175,"2000-12-13 00:00:00","1899-12-30 08:43:00","1899-12-30 08:58:00","J. Lemmer",0,"",50,"F",0,""
"OR-N",176,"2000-12-13 00:00:00","1899-12-30 08:22:00","1899-12-30 08:37:00","J. Lemmer",0,"",45,"F",0,""
"OR-W",177,"2000-12-13 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","J. Lemmer",0,"",50,"F",0,""
"OR-C",178,"2001-01-04 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","D. Stuart",0,"",45,"F",5,"domestic geese and chickens heard in neighborhood."
"OR-N",179,"2001-01-04 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",0,"",45,"F",5,"Yard inside brick and mortar wall is very birdy.
Lots of traffic on 47th and trash trucks along canal."
"OR-E",180,"2001-01-04 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",0,"",45,"F",5,"very birdy neighborhood.  Neighbor at 3315 says a GHOW roosts in big tree in back yard."
"OR-S",181,"2001-01-04 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",0,"",50,"F",10,"view NE blocked by house.  There are so many RODO and EUST in this area that ""I doubt we could overcount them."""
"OR-W",182,"2001-01-04 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","D. Stuart",0,"",50,"F",10,"lots of domestic chickens"
"PA-C",183,"2000-12-08 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",0,"",50,"F",0,""
"PA-N",184,"2000-12-08 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",0,"",50,"F",0,""
"PA-E",185,"2000-12-08 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",0,"",50,"F",0,""
"PA-W",186,"2000-12-08 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",0,"",50,"F",0,""
"PA-C",187,"2000-12-31 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","J. Lemmer",0,"",43,"F",0,""
"PA-W",188,"2000-12-31 00:00:00","1899-12-30 08:03:00","1899-12-30 08:18:00","J. Lemmer",0,"",43,"F",0,""
"PA-S",189,"2000-12-31 00:00:00","1899-12-30 08:31:00","1899-12-30 08:46:00","J. Lemmer",0,"",45,"F",0,""
"PA-E",190,"2000-12-31 00:00:00","1899-12-30 08:52:00","1899-12-30 09:07:00","J. Lemmer",0,"",48,"F",0,""
"PA-N",191,"2000-12-23 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","D. Stuart",5,"",45,"F",10,"grading started for house foundations - property boundary obscured.  Used pin flag."
"PA-C",192,"2000-12-23 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","D. Stuart",5,"",50,"F",10,"birds to W and NW overlap with PA-N.
People walking through park.  Some with dogs, one loose dog.
SAPH and ANHU flushed on approach to point.
Pair of CBTH seen on arm of saguaro on east edge of park, after count.
Flock of 30+ MODO also under tree at edge of park, not seen during count."
"PA-E",193,"2000-12-23 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","D. Stuart",5,"",50,"F",10,""
"PA-S",194,"2000-12-23 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","D. Stuart",5,"",55,"F",10,"view E blocked by apartment buildings and wall.
some traffic on street, man on bike, cars in and out of driveway"
"PA-W",195,"2000-12-23 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","D. Stuart",5,"",55,"F",20,""
"SO-E",196,"2000-12-12 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","B. Rambo",10,"E",45,"F",20,""
"SO-S",197,"2000-12-12 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","B. Rambo",10,"E",45,"F",25,""
"SO-W",198,"2000-12-12 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","B. Rambo",15,"E",45,"F",25,""
"SO-N",199,"2000-12-12 00:00:00","1899-12-30 11:15:00","1899-12-30 11:30:00","B. Rambo",15,"E",45,"F",35,"barking dogs"
"SO-C",200,"2001-01-03 00:00:00","1899-12-30 08:48:00","1899-12-30 09:03:00","J. Lemmer",0,"",58,"F",0,"NOFL sighted but distance information not given."
"SO-N",201,"2001-01-03 00:00:00","1899-12-30 09:12:00","1899-12-30 09:27:00","J. Lemmer",0,"",60,"F",0,""
"SO-E",202,"2001-01-03 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","J. Lemmer",0,"",60,"F",0,"talked to neighbor for 3 minutes"
"SO-S",203,"2001-01-03 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","J. Lemmer",0,"",65,"F",0,""
"SO-S",204,"2000-12-26 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","D. Stuart",10,"",55,"F",0,"man using buzz saw at corner hous under remodel.  Difficult to hear birds."
"SO-C",205,"2000-12-26 00:00:00","1899-12-30 10:55:00","1899-12-30 11:10:00","D. Stuart",10,"",55,"F",0,"park active:  people, kids, dogs.  Woman with kids stopped to chat."
"SO-E",206,"2000-12-27 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","D. Stuart",0,"",40,"F",0,"landscape truck drove up and started equipment at end of survey -very noisy."
"SO-N",207,"2000-12-27 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","D. Stuart",0,"",45,"F",0,"some traffic on 52nd st.  Domestic chickens, ducks and geese in area."
"SO-W",208,"2000-12-27 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","D. Stuart",0,"",50,"F",0,"church ladies going door to door"
"WR-E",209,"2000-12-08 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","B. Rambo",0,"",50,"F",0,""
"WR-S",210,"2000-12-08 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","B. Rambo",0,"",50,"F",0,""
"WR-W",211,"2000-12-08 00:00:00","1899-12-30 10:55:00","1899-12-30 11:10:00","B. Rambo",0,"",50,"F",0,"garage pickup during survey"
"WR-N",212,"2000-12-08 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","B. Rambo",0,"",50,"F",0,""
"WR-C",213,"2000-12-28 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","J. Lemmer",0,"",60,"F",10,""
"WR-E",214,"2000-12-31 00:00:00","1899-12-30 10:55:00","1899-12-30 11:10:00","J. Lemmer",0,"",63,"F",10,"scattered clouds"
"WR-W",216,"2001-01-02 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","J. Lemmer",0,"",50,"F",10,""
"WR-E",218,"2000-12-29 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","D. Stuart",0,"",55,"F",0,"view to N. blocked by house.
Man walking dog during survey."
"WR-W",220,"2000-12-29 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",0,"",60,"F",0,"man running saw and doing construction across street.
AMKE seen on top of pole ascross Grovers after end of count.  Probably same one as in WR-S."
"WS-C",222,"2000-12-07 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","J. Lemmer",0,"",47,"F",10,"Heard CEDW as I walked to next point."
"WS-S",224,"2000-12-17 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","J. Lemmer",0,"",58,"F",20,""
"WS-E",226,"2000-12-07 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","J. Lemmer",0,"",57,"F",10,""
"WS-N",228,"2001-01-02 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","D. Stuart",0,"",40,"F",30,""
"WS-S",230,"2001-01-02 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",10,"",45,"F",30,"view to S blocked by houses. Some traffic on street.  Meter reader drove by - stop/go, noisy."
"NU-E",266,"2001-03-08 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",5,"",50,"F",90,""
"NU-C",268,"2001-03-08 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",5,"",50,"F",90,""
"PA-C",274,"2001-03-04 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","J. Lemmer",0,"",50,"F",0,""
"HY-S",275,"2001-03-08 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","B. Rambo",5,"",55,"F",90,""
"LI-N",276,"2001-03-09 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","B. Rambo",5,"",60,"F",,""
"LI-S",277,"2001-03-09 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","B. Rambo",5,"",60,"F",,""
"LI-W",278,"2001-03-09 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","B. Rambo",5,"",60,"F",,""
"PA-N",278,"2001-03-04 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",0,"",51,"F",0,"Car with construction workers in vacant lot/field."
"LI-E",279,"2001-03-09 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","B. Rambo",5,"",60,"F",,""
"LI-C",280,"2001-03-09 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","B. Rambo",5,"",60,"F",,""
"PA-E",281,"2001-03-04 00:00:00","1899-12-30 09:28:00","1899-12-30 04:43:00","J. Lemmer",0,"",54,"F",0,""
"OR-N",282,"2001-03-09 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","B. Rambo",5,"",50,"F",,""
"OR-E",283,"2001-03-09 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",5,"",50,"F",,""
"PA-W",284,"2001-03-04 00:00:00","1899-12-30 08:47:00","1899-12-30 09:02:00","J. Lemmer",0,"",52,"F",0,""
"OR-W",285,"2001-03-09 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",5,"",50,"F",,""
"OR-C",286,"2001-03-09 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",5,"",50,"F",,""
"PA-S",287,"2001-03-04 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","J. Lemmer",0,"",53,"F",0,""
"WT-N",288,"2001-03-06 00:00:00","1899-12-30 06:47:00","1899-12-30 07:02:00","J. Lemmer",0,"",55,"F",100,"No rain, lots of clouds"
"WT-C",289,"2001-03-06 00:00:00","1899-12-30 07:11:00","1899-12-30 07:25:00","J. Lemmer",0,"",56,"F",100,"No rain. Park landscaping very loud!"
"WT-E",290,"2001-03-06 00:00:00","1899-12-30 07:30:00","1899-12-30 07:48:00","J. Lemmer",0,"",58,"F",100,"No rain. Talked to neighbor for three min. about the project."
"WT-W",291,"2001-03-06 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","J. Lemmer",0,"",60,"F",100,""
"WS-S",292,"2001-03-30 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",0,"",58,"F",100,""
"WT-S",293,"2001-03-06 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",0,"",58,"F",100,""
"CG-C",294,"2001-03-06 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","J. Lemmer",15,"SE",60,"F",90,"Very windy morrning."
"OR-S",295,"2001-03-09 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",5,"",50,"F",,""
"CG-E",296,"2001-03-06 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","J. Lemmer",10,"SE",60,"F",100,"Wind with some sprinkels of rain."
"HR-C",297,"2001-03-10 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","B. Rambo",,"",,"F",,""
"HR-W",298,"2001-03-10 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",,"",,"F",,""
"HR-N",299,"2001-03-10 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",,"",,"F",,""
"HR-S",300,"2001-03-10 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",,"",,"F",,""
"CG-N",300,"2001-03-06 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","J. Lemmer",15,"SE",60,"F",90,"Very windy."
"HR-E",301,"2001-03-10 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",,"",,"F",,""
"LO-C",302,"2001-03-10 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","B. Rambo",,"",,"F",,""
"CG-S",303,"2001-03-06 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","J. Lemmer",15,"",60,"F",90,"Very windy."
"LO-E",304,"2001-03-10 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","B. Rambo",,"",,"F",,""
"LO-W",305,"2001-03-10 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","B. Rambo",,"",,"F",,""
"LO-S",306,"2001-03-10 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","B. Rambo",,"",,"F",,""
"LO-N",307,"2001-03-10 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","B. Rambo",,"",,"F",,""
"CG-W",306,"2001-03-06 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","J. Lemmer",15,"NW",58,"F",100,"Windy some sprinkels, storm front moving in."
"ED-W",308,"2001-03-11 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","B. Rambo",,"",,"F",,""
"ED-E",309,"2001-03-11 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","B. Rambo",,"",,"F",,""
"ED-N",310,"2001-03-11 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","B. Rambo",,"",,"F",,""
"ED-S",311,"2001-03-11 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","B. Rambo",,"",,"F",,""
